Number,State,IDState,Actorkey,ActorkeyState,Análisis_suelo_18,Análisis_foliar_18,Biofertilizantes_18,Bioinsecticidas_18,Cal_micronizada_18,Camas_permanentes_18,Composta_18,Criollos_mejorados_18,Cultivos_cobertura_18,Desvare_18,Feromonas_18,Fertilización_18,Insectos_benéficos_18,Maíz_hibrídos_MasAgro_18,Maíz_mejorado_MasAgro_18,Mejoradores_suelo_18,Micorrizas_18,Micronutrientes_18,Monitoreo_plagas_18,Nivelación_suelos_18,Poscosecha_18,Rastra_18,Rastrojo_18,Semillas_mejoradas_diversas_18,Siembra_directa_18,Subsoleo_18,Tratamiento_semillas_18,InAI18,InAI17,Cambio_InAI,Cambio_InAI_Factor2,Cli18,Rad18,Cli17,Int17,Rad17,Rend17,Auto17,Edad18,Sup18,Rend18,Esc18,Auto18,Int18,CRend,Crad,CCli,CAuto,Cint
417,Chiapas,CHP,ER1201,CHPER1201,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,35.71428571,0,35.71428571,1,0,0.021,0,0,0,0.35,100,66,1,1.5,1,100,0,1.15,0.021,0,0,0
418,Chiapas,CHP,ER1204,CHPER1204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,0,14.28571429,1,0,0.021,0,0,0,0.5,100,59,1.5,0.8,0,100,0,0.3,0.021,0,0,0
419,Chiapas,CHP,ER122,CHPER122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.07,1,0,0.023,4,30,27,2,4,6,25,0,0,0.047,0,-5,0
420,Chiapas,CHP,ER1225,CHPER1225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,0,14.28571429,1,0,0.042,0,0,0,0.29,100,68,1,0.5,1,100,0,0.21,0.042,0,0,0
421,Chiapas,CHP,ER1226,CHPER1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,25,75,2,1.5,0,16,0,-1.5,0,1,-9,0
422,Chiapas,CHP,ER1227,CHPER1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.021,0,0,0,1,25,82,3,1,0,100,0,0,0.021,1,75,0
423,Chiapas,CHP,ER1228,CHPER1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12,25,80,3,3,2,5,0,2.88,0,0,-20,0
424,Chiapas,CHP,ER123,CHPER123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,1,0.07,1,0,0.023,3,30,39,5,4,3,20,0,1,0.047,0,-10,0
425,Chiapas,CHP,ER1230,CHPER1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.5,25,76,3,3,0,11,0,1.5,0,1,-14,0
426,Chiapas,CHP,ER1232,CHPER1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,0,7.142857143,1,0,0.021,0,0,0,1,100,70,2,1,0,100,0,0,0.021,0,0,0
427,Chiapas,CHP,ER1233,CHPER1233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21.42857143,7.692307692,13.73626374,1,1,0.094,1,0,0.045,4.9,3,64,1,6,2,10,0,1.1,0.049,0,7,0
428,Chiapas,CHP,ER1234,CHPER1234,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,1,0.042,1,0,0.023,5.9,4,53,1.38,7,6,0,0,1.1,0.019,0,-4,0
429,Chiapas,CHP,ER1235,CHPER1235,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.42857143,15.38461538,6.043956044,1,1,0.063,1,0,0.045,6,3,61,1,4,6,15,0,-2,0.018,0,12,0
430,Chiapas,CHP,ER1237,CHPER1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14.28571429,7.692307692,6.593406593,1,1,0.042,1,0,0.023,5.7,2,61,2,3,2,0,0,-2.7,0.019,0,-2,0
431,Chiapas,CHP,ER1238,CHPER1238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,1,0.042,1,0,0.023,4.8,6,69,3.46,3.5,1,10,0,-1.3,0.019,0,4,0
432,Chiapas,CHP,ER1239,CHPER1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.142857143,7.692307692,-0.549450549,0,1,0.042,1,0,0.023,6,3,63,1,6,2,10,0,0,0.019,0,7,0
433,Chiapas,CHP,ER124,CHPER124,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,28.57142857,7.692307692,20.87912088,1,1,0.073,1,0,0.023,4,30,61,4,4,1,20,0.042,0,0.05,0,-10,0.042
434,Chiapas,CHP,ER1240,CHPER1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,21.42857143,7.692307692,13.73626374,1,1,0.063,1,0,0.023,4,3,66,2,5,2,20,0,1,0.04,0,17,0
435,Chiapas,CHP,ER1241,CHPER1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.042,1,0,0.023,5.5,5,57,1.66,4,4,25,0,-1.5,0.019,0,20,0
436,Chiapas,CHP,ER1243,CHPER1243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.28571429,7.692307692,6.593406593,1,1,0.042,1,0,0.023,5,3,72,3.43,3,1,0,0,-2,0.019,0,-3,0
437,Chiapas,CHP,ER1246,CHPER1246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.042,1,0,0.023,5,8,43,1.5,6,7,10,0,1,0.019,0,2,0
438,Chiapas,CHP,ER1247,CHPER1247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.28571429,7.692307692,6.593406593,1,0,0.042,1,0,0.023,7,10,64,4,4,5,8,0,-3,0.019,-1,-2,0
439,Chiapas,CHP,ER1248,CHPER1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,21.42857143,7.692307692,13.73626374,1,2,0.063,1,0,0.023,4,4,57,3,6,7,30,0,2,0.04,1,26,0
440,Chiapas,CHP,ER1249,CHPER1249,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.28571429,7.692307692,6.593406593,1,1,0.042,1,0,0.023,6.7,1,66,1.25,4,5,10,0,-2.7,0.019,0,9,0
441,Chiapas,CHP,ER125,CHPER125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,30,56,2,2,7,30,0,0,0,0,0,0
442,Chiapas,CHP,ER1250,CHPER1250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.28571429,7.692307692,6.593406593,1,1,0.042,1,0,0.023,5.2,5,68,2,2,4,30,0,-3.2,0.019,0,25,0
443,Chiapas,CHP,ER1252,CHPER1252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.28571429,7.692307692,6.593406593,1,1,0.042,1,0,0.023,5.75,3,72,3,2.5,2,0,0,-3.25,0.019,0,-3,0
444,Chiapas,CHP,ER1253,CHPER1253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,21.42857143,15.38461538,6.043956044,1,0,0.063,1,0.167,0.045,7.5,2,72,3.68,4,3,1,0.021,-3.5,0.018,-1,-1,-0.146
445,Chiapas,CHP,ER1254,CHPER1254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21.42857143,7.692307692,13.73626374,1,1,0.063,1,0,0.023,6.7,3,63,3,4,3,0,0,-2.7,0.04,0,-3,0
446,Chiapas,CHP,ER1255,CHPER1255,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21.42857143,7.692307692,13.73626374,1,1,0.042,1,0.167,0.023,7,2,77,4,6,1,10,0.021,-1,0.019,0,8,-0.146
447,Chiapas,CHP,ER1256,CHPER1256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.28571429,7.692307692,6.593406593,1,2,0.042,1,0,0.023,5.8,3,63,1.72,8,5,0,0,2.2,0.019,1,-3,0
448,Chiapas,CHP,ER1257,CHPER1257,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.052,1,0,0.034,5.75,2,67,1.8,2.7,2,0,0,-3.05,0.018,0,-2,0
449,Chiapas,CHP,ER1258,CHPER1258,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.063,1,0,0,5,30,46,13,6,6,15,0,1,0.063,0,-15,0
450,Chiapas,CHP,ER1259,CHPER1259,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.042,1,0,0,5,30,66,2,6,1,20,0,1,0.042,0,-10,0
451,Chiapas,CHP,ER126,CHPER126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,1,0.052,1,0,0.023,4,20,38,2,4,5,20,0,0,0.029,0,0,0
452,Chiapas,CHP,ER1260,CHPER1260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,0,0.042,1,0,0,2,20,55,2,5,9,100,0,3,0.042,-1,80,0
453,Chiapas,CHP,ER1261,CHPER1261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,0,0.021,1,0,0,3,50,45,23,5.5,9,100,0,2.5,0.021,-1,50,0
454,Chiapas,CHP,ER1262,CHPER1262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,1,0.021,1,0,0,4.5,40,66,3,5,0,15,0,0.5,0.021,0,-25,0
455,Chiapas,CHP,ER1263,CHPER1263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.063,1,0,0,4.5,30,68,1,5,3,20,0,0.5,0.063,0,-10,0
456,Chiapas,CHP,ER1264,CHPER1264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,1,0.063,1,0,0,4,20,84,2,5,2,100,0,1,0.063,0,80,0
457,Chiapas,CHP,ER1265,CHPER1265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.063,1,0,0,5,20,59,2,6,6,15,0,1,0.063,0,-5,0
458,Chiapas,CHP,ER1266,CHPER1266,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,30.76923077,4.945054945,1,1,0.136,1,0,0.091,6,40,66,4,6,3,40,0,0,0.045,0,0,0
459,Chiapas,CHP,ER1267,CHPER1267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.063,1,0,0,5,70,62,3,5.5,3,10,0,0.5,0.063,0,-60,0
460,Chiapas,CHP,ER1268,CHPER1268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,0,0.042,0,0,0,1.5,100,67,4,4,0,100,0,2.5,0.042,0,0,0
461,Chiapas,CHP,ER1269,CHPER1269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,1,0.042,1,0,0,7,40,58,5,7,0,20,0,0,0.042,0,-20,0
462,Chiapas,CHP,ER127,CHPER127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2.5,60,75,1,2.5,0,60,0,0,0,0,0,0
463,Chiapas,CHP,ER1270,CHPER1270,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.063,1,0,0,4.5,40,79,5,5,2,100,0,0.5,0.063,0,60,0
464,Chiapas,CHP,ER1272,CHPER1272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,0,0.063,1,0,0,4,20,78,1.5,4.5,5,100,0,0.5,0.063,-1,80,0
465,Chiapas,CHP,ER1273,CHPER1273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.021,1,0,0,5,80,59,3,5.5,17,80,0,0.5,0.021,0,0,0
466,Chiapas,CHP,ER1274,CHPER1274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.073,1,0,0,4,30,37,4,5,12,50,0,1,0.073,0,20,0
467,Chiapas,CHP,ER1275,CHPER1275,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,15.38461538,-1.098901099,0,1,0,1,0,0,4,30,34,3,5,12,30,0,1,0,0,0,0
468,Chiapas,CHP,ER1276,CHPER1276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.063,1,0,0,4,40,64,1,5,6,20,0,1,0.063,0,-20,0
469,Chiapas,CHP,ER1277,CHPER1277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,0,0.042,0,0,0,3,100,59,3,4,0,100,0,1,0.042,0,0,0
470,Chiapas,CHP,ER1278,CHPER1278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.042,1,0,0,4,30,59,1,5,6,10,0,1,0.042,0,-20,0
471,Chiapas,CHP,ER1279,CHPER1279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.063,1,0,0,4,30,88,3,5,0,30,0,1,0.063,0,0,0
472,Chiapas,CHP,ER128,CHPER128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.5,33,55,1,1.5,9,33,0,0,0,0,0,0
473,Chiapas,CHP,ER1280,CHPER1280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,0,0.063,1,0,0,4,30,60,1.5,5,12,100,0,1,0.063,-1,70,0
474,Chiapas,CHP,ER1281,CHPER1281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.042,0,0,0,4,50,60,4.5,5,0,50,0,1,0.042,1,0,0
475,Chiapas,CHP,ER1283,CHPER1283,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.042,0,0,0,2.5,100,72,2,4,1,100,0,1.5,0.042,0,0,0
476,Chiapas,CHP,ER1285,CHPER1285,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,42.85714286,7.692307692,35.16483516,1,3,0.063,2,0,0.023,4,5,64,2.5,7,8,5,0,3,0.04,1,0,0
477,Chiapas,CHP,ER1286,CHPER1286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21.42857143,0,21.42857143,1,2,0.042,1,0,0,5,50,67,1,0.5,1,50,0,-4.5,0.042,1,0,0
478,Chiapas,CHP,ER1287,CHPER1287,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,21.42857143,0,21.42857143,1,2,0.042,1,0,0,5,40,75,2.5,4,1,5,0,-1,0.042,1,-35,0
479,Chiapas,CHP,ER1289,CHPER1289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,50,15.38461538,34.61538462,1,2,0.105,1,0.501,0.057,5,9,64,2,4,4,20,0.168,-1,0.048,1,11,-0.333
480,Chiapas,CHP,ER129,CHPER129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.5,33,65,1,1.5,0,33,0,0,0,0,0,0
481,Chiapas,CHP,ER1290,CHPER1290,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,35.71428571,23.07692308,12.63736264,1,2,0.042,1,0,0.023,5,13,75,2,6,1,5,0,1,0.019,1,-8,0
482,Chiapas,CHP,ER1291,CHPER1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,21.42857143,0,21.42857143,1,1,0.042,0,0,0,3,100,67,1,6,6,5,0,3,0.042,1,-95,0
483,Chiapas,CHP,ER1292,CHPER1292,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,50,0,50,1,2,0.094,1,0,0,5,8,66,2,5,2,10,0,0,0.094,1,2,0
484,Chiapas,CHP,ER1293,CHPER1293,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,28.57142857,0,28.57142857,1,2,0.042,1,0,0,3.5,95,68,1.98,5,2,10,0,1.5,0.042,1,-85,0
485,Chiapas,CHP,ER1294,CHPER1294,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,28.57142857,30.76923077,-2.197802198,0,2,0.063,1,0,0.045,6,5,73,2,4.5,3,10,0,-1.5,0.018,1,5,0
486,Chiapas,CHP,ER1295,CHPER1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,21.42857143,0,21.42857143,1,2,0.063,1,0,0,4,7,51,3,5.5,4,10,0,1.5,0.063,1,3,0
487,Chiapas,CHP,ER1296,CHPER1296,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,35.71428571,7.692307692,28.02197802,1,2,0.084,1,0,0.023,3,10,70,3,4,0,10,0,1,0.061,1,0,0
488,Chiapas,CHP,ER1297,CHPER1297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,35.71428571,0,35.71428571,1,2,0.042,2,0,0,5,5,75,1,4.5,2,10,0,-0.5,0.042,0,5,0
489,Chiapas,CHP,ER1298,CHPER1298,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,42.85714286,0,42.85714286,1,2,0.042,1,0,0,5,5,58,2,6.5,2,0,0,1.5,0.042,1,-5,0
490,Chiapas,CHP,ER1299,CHPER1299,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,1,0.063,1,0,0.023,3.5,8,79,3,5,3,0,0,1.5,0.04,0,-8,0
491,Chiapas,CHP,ER130,CHPER130,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,1,0.063,1,0,0.034,4,30,55,2,3,1,20,0,-1,0.029,0,-10,0
492,Chiapas,CHP,ER1302,CHPER1302,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,28.57142857,7.692307692,20.87912088,1,1,0.063,1,0,0.023,5.5,6,50,1.95,7,6,10,0.042,1.5,0.04,0,4,0.042
493,Chiapas,CHP,ER1303,CHPER1303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,42.85714286,0,42.85714286,1,1,0.063,1,0,0,4,13,62,3,5,3,13,0,1,0.063,0,0,0
494,Chiapas,CHP,ER1304,CHPER1304,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,28.57142857,0,28.57142857,1,2,0.063,1,0,0,6,8,58,1.85,5,6,50,0,-1,0.063,1,42,0
495,Chiapas,CHP,ER1307,CHPER1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,21.42857143,0,21.42857143,1,1,0.063,0,0,0,3,100,63,2,6,3,0,0,3,0.063,1,-100,0
496,Chiapas,CHP,ER1308,CHPER1308,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,42.85714286,15.38461538,27.47252747,1,2,0.084,1,0,0.023,6,13,64,2,7,9,10,0,1,0.061,1,-3,0
497,Chiapas,CHP,ER131,CHPER131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.042,1,0,0.023,5,20,72,3,2,3,30,0,-3,0.019,0,10,0
498,Chiapas,CHP,ER1310,CHPER1310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,28.57142857,0,28.57142857,1,1,0.042,1,0,0,7,14,39,1,7,5,10,0,0,0.042,0,-4,0
499,Chiapas,CHP,ER1311,CHPER1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,0,7.142857143,1,2,0.021,1,0,0,4,10,44,1,4.8,0,10,0,0.8,0.021,1,0,0
500,Chiapas,CHP,ER1312,CHPER1312,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.71428571,7.692307692,28.02197802,1,1,0.042,1,0,0.023,5,30,59,3,7,6,30,0,2,0.019,0,0,0
501,Chiapas,CHP,ER1313,CHPER1313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,2,0.042,1,0,0.023,4,20,49,1.5,4,7,20,0,0,0.019,1,0,0
502,Chiapas,CHP,ER1314,CHPER1314,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,2,0.021,1,0,0,4.5,15,72,1,4,0,15,0,-0.5,0.021,1,0,0
503,Chiapas,CHP,ER1315,CHPER1315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,2,0.042,1,0,0.023,5.5,15,54,2,6,4,10,0,0.5,0.019,1,-5,0
504,Chiapas,CHP,ER1316,CHPER1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,4,30,38,1,5,3,0,0,1,0,1,-30,0
505,Chiapas,CHP,ER1317,CHPER1317,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.042,1,0,0.023,5,20,51,2,5.8,6,20,0,0.8,0.019,0,0,0
506,Chiapas,CHP,ER1318,CHPER1318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.042,1,0,0,5.2,30,50,1,5.8,5,30,0,0.6,0.042,0,0,0
507,Chiapas,CHP,ER1319,CHPER1319,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,2,0.042,1,0,0.023,5,25,33,2,6,9,25,0,1,0.019,1,0,0
508,Chiapas,CHP,ER132,CHPER132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,1,0.052,1,0,0.034,3,30,73,1,3,0,20,0.021,0,0.018,0,-10,0.021
509,Chiapas,CHP,ER1320,CHPER1320,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.042,1,0,0.023,5,20,74,2,5.5,0,20,0,0.5,0.019,0,0,0
510,Chiapas,CHP,ER1321,CHPER1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,2,0.021,1,0,0,4.5,15,62,2,5.8,6,15,0,1.3,0.021,1,0,0
511,Chiapas,CHP,ER1322,CHPER1322,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,14.28571429,1,1,0.021,1,0,0,5,20,50,1,5,9,20,0,0,0.021,0,0,0
512,Chiapas,CHP,ER1323,CHPER1323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,2,0.021,1,0,0.023,4.3,20,62,2,5.5,4,20,0,1.2,-0.002,1,0,0
