Num,Clave_Nal,InAI18,InAI17,Cambio_InAI,Cambio_InAI_Factor2,Edad18,Sup18,Esc18,CRend,Crad,CCli,CPrec,CAuto,Cint
1,CAMER002,16.66666667,5.882352941,10.78431373,1,53,12,9,2.5,0,1,-300,-90,0
2,CAMER004,16.66666667,5.882352941,10.78431373,1,58,9,9,0,0,0,100,0,0
3,CAMER005,16.66666667,5.882352941,10.78431373,1,47,12,6,2.7,0,0,100,-20,0
4,CAMER007,16.66666667,5.882352941,10.78431373,1,45,15,9,1.3,0,0,200,0,0
5,CAMER008,16.66666667,5.882352941,10.78431373,1,54,15,6,3,0,0,0,-20,0
6,CAMER009,16.66666667,5.882352941,10.78431373,1,43,5,6,3.6,0,1,800,-90,0
7,CAMER010,16.66666667,5.882352941,10.78431373,1,43,5,6,2,0,1,300,0,0
8,CAMER011,16.66666667,5.882352941,10.78431373,1,57,6,6,2,0,0,300,-15,0
9,CAMER014,11.11111111,5.882352941,5.22875817,1,51,2,6,1,-0.17,0,0,-10,0
10,CAMER017,22.22222222,5.882352941,16.33986928,1,50,30,6,0,0,-1,1000,-20,0
11,CAMER018,22.22222222,5.882352941,16.33986928,1,52,18,0,0.5,0,-1,900,-40,0
12,CAMER019,22.22222222,5.882352941,16.33986928,1,43,15,9,0.5,0,-1,1000,-40,0
13,CAMER021,22.22222222,5.882352941,16.33986928,1,48,10,6,0.5,0,-1,900,-65,0
14,CAMER022,22.22222222,5.882352941,16.33986928,1,45,9,6,1,0,-1,1000,0,0
15,CAMER023,22.22222222,5.882352941,16.33986928,1,71,7,0,0.8,0,-1,1000,-10,0
16,CAMER026,22.22222222,5.882352941,16.33986928,1,68,20,6,0,-0.171,-1,1000,0,0
17,CAMER027,22.22222222,5.882352941,16.33986928,1,45,23,6,0.5,0.169,0,400,-8,0
18,CAMER028,22.22222222,5.882352941,16.33986928,1,43,14,6,0,0,-1,1000,5,0
19,CAMER029,22.22222222,5.882352941,16.33986928,1,48,30,6,1,0,-1,900,0,0
20,CAMER030,16.66666667,5.882352941,10.78431373,1,38,8,1,0,0,0,500,5,0
21,CAMER032,5.555555556,5.882352941,-0.326797386,0,47,8,6,0,-0.17,0,400,0,0
22,CAMER033,5.555555556,5.882352941,-0.326797386,0,46,5,6,0,-0.17,0,-400,0,0
23,CAMER034,11.11111111,5.882352941,5.22875817,1,52,10,6,1,0,1,-200,-15,0
24,CAMER035,16.66666667,5.882352941,10.78431373,1,53,20,0,0.5,0,0,400,-20,0
25,CAMER036,16.66666667,5.882352941,10.78431373,1,45,10,9,-1.5,0,0,400,5,0
26,CAMER037,16.66666667,5.882352941,10.78431373,1,44,12,6,-1,-0.171,0,500,0,0
27,CAMER039,22.22222222,5.882352941,16.33986928,1,53,11,6,-1,0.169,0,-100,15,0
28,CAMER040,22.22222222,5.882352941,16.33986928,1,47,13,9,0,0.169,0,-100,5,0
29,CAMER041,22.22222222,5.882352941,16.33986928,1,65,10,6,0.5,-0.001,0,-100,-5,0
30,CAMER043,16.66666667,5.882352941,10.78431373,1,56,5,9,0.5,0.169,-1,-700,5,0
31,CAMER044,11.11111111,5.882352941,5.22875817,1,59,3,0,0,0,0,-400,0,0
32,CAMER046,11.11111111,5.882352941,5.22875817,1,66,5,3,-1,0.169,0,0,5,0
33,CAMER050,11.11111111,5.882352941,5.22875817,1,56,3,3,-0.5,0.169,0,0,8,0
34,CAMER051,11.11111111,5.882352941,5.22875817,1,69,1,0,-0.5,0.169,0,0,90,0
35,CAMER052,11.11111111,5.882352941,5.22875817,1,63,4,2,0,0.169,0,0,5,0
36,CAMER053,11.11111111,5.882352941,5.22875817,1,68,3,16,-0.5,0.169,0,0,0,0
37,CAMER054,11.11111111,5.882352941,5.22875817,1,72,2,0,0,0.169,1,0,-90,0
38,CAMER056,11.11111111,5.882352941,5.22875817,1,84,1,0,-0.3,0.169,0,-320,0,0
39,CAMER057,11.11111111,5.882352941,5.22875817,1,54,1,9,0.5,0.169,0,-200,0,0
40,CAMER058,11.11111111,5.882352941,5.22875817,1,62,5,0,0,0.169,0,0,0,0
41,CAMER059,11.11111111,5.882352941,5.22875817,1,52,3,1,0.5,0.169,0,0,-15,0
42,CAMER061,22.22222222,11.76470588,10.45751634,1,63,1,0,1.5,0.169,0,0,-3,0
43,CAMER063,11.11111111,5.882352941,5.22875817,1,51,3,1,0.5,0.169,0,0,-1,0
44,CAMER066,22.22222222,11.76470588,10.45751634,1,52,5,2,0.5,0.509,-1,1100,80,0
45,CAMER068,11.11111111,5.882352941,5.22875817,1,63,1,0,2.7,-0.511,0,0,0,0
46,CAMER071,11.11111111,5.882352941,5.22875817,1,54,1.5,2,0,0.169,0,2500,0,0
47,CAMER073,16.66666667,5.882352941,10.78431373,1,59,2,0,1.5,0.169,0,0,-5,0
48,CAMER074,11.11111111,5.882352941,5.22875817,1,59,3,0,1.5,0,0,-300,0,0
49,CAMER076,11.11111111,5.882352941,5.22875817,1,65,2,0,1,0,0,-300,-20,0
50,CAMER077,11.11111111,5.882352941,5.22875817,1,56,2,2,1.5,0.169,0,0,-10,0
51,CAMER079,11.11111111,5.882352941,5.22875817,1,78,2.5,0,1,0,0,-300,-20,0.17
52,CAMER080,16.66666667,5.882352941,10.78431373,1,66,2,0,0.4,0,0,-1500,0,0
53,CAMER081,22.22222222,5.882352941,16.33986928,1,66,4,0,0.2,0.169,0,200,0,0
54,CAMER082,11.11111111,5.882352941,5.22875817,1,77,1,0,0,-0.34,0,-400,0,0
55,CAMER083,22.22222222,11.76470588,10.45751634,1,67,0.25,0,-0.4,0.169,0,-2400,0,0
56,CAMER084,11.11111111,5.882352941,5.22875817,1,48,1,2,0.5,0,1,-800,0,0
57,CAMER085,11.11111111,5.882352941,5.22875817,1,52,2,1,0.5,0,0,-300,0,0
58,CAMER086,11.11111111,5.882352941,5.22875817,1,63,1,0,0.7,0,0,500,0,0
59,CAMER087,11.11111111,5.882352941,5.22875817,1,62,1.5,0,1.5,0,1,-600,0,0
60,CAMER088,22.22222222,5.882352941,16.33986928,1,49,1,0,-0.2,0.169,0,-1300,0,0
61,CAMER089,11.11111111,5.882352941,5.22875817,1,59,1,0,0.1,0.34,0,800,0,0
62,CAMER091,22.22222222,5.882352941,16.33986928,1,63,2,0,0.2,-0.171,0,-700,0,0
63,CAMER092,22.22222222,11.76470588,10.45751634,1,64,4,1,0,0.509,0,-300,-15,0
64,CAMER093,16.66666667,0,16.66666667,1,57,1,2,0.3,0,0,0,0,0
65,CAMER094,16.66666667,5.882352941,10.78431373,1,39,2,4,0.1,0,0,-400,0,0
66,CAMER095,11.11111111,5.882352941,5.22875817,1,72,5,0,0.5,0.169,0,0,5,0
67,CAMER097,16.66666667,5.882352941,10.78431373,1,60,2,0,0.1,0,0,-100,0,0
68,CAMER098,16.66666667,5.882352941,10.78431373,1,50,2,0,0,0,0,0,0,0
69,CAMER099,16.66666667,5.882352941,10.78431373,1,57,1,0,0.1,0,0,200,0,0
70,CAMER100,16.66666667,5.882352941,10.78431373,1,57,1,1,0.3,0,0,-50,0,0
71,CAMER101,16.66666667,5.882352941,10.78431373,1,64,1,0,1.1,0,0,400,0,0
72,CAMER102,16.66666667,5.882352941,10.78431373,1,62,1,0,0.1,0,0,0,0,0
73,CAMER103,16.66666667,5.882352941,10.78431373,1,65,1,0,0.2,0,0,300,0,0
74,CAMER104,16.66666667,5.882352941,10.78431373,1,62,1,0,0.2,0.169,0,-3400,0,0
75,CAMER106,11.11111111,5.882352941,5.22875817,1,75,1,0,1.8,0.169,0,-1700,0,0
76,CAMER108,11.11111111,5.882352941,5.22875817,1,81,1,0,1.5,0.169,0,-350,0,0
77,CAMER109,11.11111111,5.882352941,5.22875817,1,78,1,0,0,0.169,-1,500,85,0
78,CAMER110,11.11111111,5.882352941,5.22875817,1,68,1,0,0.5,0.169,-1,100,90,0
79,CAMER111,11.11111111,5.882352941,5.22875817,1,80,1.5,0,-0.7,0.169,-1,-100,95,0
80,CAMER112,11.11111111,5.882352941,5.22875817,1,58,1,0,0.5,0.169,0,600,0,0
81,CAMER113,11.11111111,5.882352941,5.22875817,1,79,2,0,0.5,0.169,1,-2800,0,0
82,CAMER114,11.11111111,5.882352941,5.22875817,1,66,1,0,-1.5,0.169,-1,100,95,0
83,CAMER115,11.11111111,5.882352941,5.22875817,1,85,2,0,2.4,0.169,1,1700,-15,0
84,CAMER116,11.11111111,5.882352941,5.22875817,1,67,2,0,0.5,0.169,0,-300,0,0
85,CAMER118,5.555555556,5.882352941,-0.326797386,0,77,2,0,1.5,-0.17,0,800,70,0
86,CAMER119,11.11111111,5.882352941,5.22875817,1,72,1.5,0,2.5,0.169,1,600,-20,0
87,CAMER122,16.66666667,5.882352941,10.78431373,1,61,1,1,1.5,0.169,0,0,-20,0.17
88,CAMER125,16.66666667,5.882352941,10.78431373,1,53,1.5,0,0.5,0.169,0,-100,-5,0
89,CAMER126,16.66666667,5.882352941,10.78431373,1,57,0.5,0,0,0.169,-1,400,95,0
90,CAMER129,16.66666667,5.882352941,10.78431373,1,68,2,3,3.2,0.169,1,-300,-100,0
91,CAMER132,16.66666667,5.882352941,10.78431373,1,56,4,1,1,0.169,0,-100,-9.1,0
92,CAMER134,11.11111111,5.882352941,5.22875817,1,65,1,0,0.1,0,0,700,0,0
93,CAMER135,11.11111111,5.882352941,5.22875817,1,79,1,0,0,0,0,-500,0,0
94,CAMER136,11.11111111,5.882352941,5.22875817,1,65,1,0,0.1,0,0,1200,0,0
95,CAMER137,11.11111111,5.882352941,5.22875817,1,56,2,0,2.2,0,1,-600,0,0
96,CAMER138,11.11111111,5.882352941,5.22875817,1,47,2.5,2,1.5,0,0,0,-15,0.34
97,CAMER139,11.11111111,5.882352941,5.22875817,1,59,1,0,-2.2,0,-1,0,95,0
98,CAMER140,11.11111111,5.882352941,5.22875817,1,61,2,0,-0.8,0,-1,300,90,0
99,CAMER141,11.11111111,0,11.11111111,1,93,1,0,-0.2,0.34,0,-400,0,0
100,CAMER142,11.11111111,5.882352941,5.22875817,1,68,1,0,-1.6,0,-1,300,95,0
101,CAMER145,16.66666667,5.882352941,10.78431373,1,64,3,5,0.2,0.169,0,100,0,0
102,CAMER146,16.66666667,5.882352941,10.78431373,1,56,2,8,2,0.169,0,300,19,0
103,CAMER150,11.11111111,5.882352941,5.22875817,1,64,3.5,6,-1.9,0,0,-1800,0,0
104,CAMER151,16.66666667,5.882352941,10.78431373,1,51,3,0,0,0.169,0,-100,5,0
105,CAMER152,22.22222222,11.76470588,10.45751634,1,82,3,2,-1,0.169,0,100,5,0
106,CAMER153,16.66666667,5.882352941,10.78431373,1,72,3,0,1,0.169,0,100,5,0
107,CAMER154,16.66666667,5.882352941,10.78431373,1,64,1.5,4,0,0.169,0,400,0,0
108,CAMER155,11.11111111,0,11.11111111,1,75,1,6,1,0,0,-300,8,0
109,CAMER156,5.555555556,5.882352941,-0.326797386,0,73,1,0,0,0.17,0,400,0,0
110,CAMER157,16.66666667,5.882352941,10.78431373,1,68,2.5,4,0.5,0.169,0,400,0,0
111,CAMER158,16.66666667,5.882352941,10.78431373,1,56,2,9,0.26,0.169,0,-1200,19,0
112,CAMER159,16.66666667,5.882352941,10.78431373,1,60,1.5,9,1,0.169,0,400,5,0
113,CAMER160,16.66666667,5.882352941,10.78431373,1,49,2,6,0,0.169,0,400,0,0
114,CAMER161,16.66666667,5.882352941,10.78431373,1,77,2,4,0,0.169,0,400,0,7.555
115,CAMER162,16.66666667,5.882352941,10.78431373,1,71,2,2,-1,0.169,0,100,9,0
116,CAMER164,16.66666667,5.882352941,10.78431373,1,53,2,9,-2,0.169,-1,300,95,0
117,CAMER165,16.66666667,5.882352941,10.78431373,1,48,4,9,0,0.169,0,100,-4.5,0
118,CAMER166,16.66666667,5.882352941,10.78431373,1,58,3,0,-4,0.169,0,100,-70,0
119,CAMER167,16.66666667,5.882352941,10.78431373,1,79,3,6,0,0.169,0,100,5,0
120,CAMER169,22.22222222,5.882352941,16.33986928,1,48,1.84,9,0,0.169,0,-50,15,0
121,CAMER170,27.77777778,17.64705882,10.13071895,1,56,2,6,0,0.509,0,100,5,0
122,CAMER171,27.77777778,11.76470588,16.0130719,1,50,0.92,9,-2,-0.341,0,-200,7,0
123,CAMER172,22.22222222,11.76470588,10.45751634,1,43,0.94,9,0,-0.001,-1,800,95,0
124,CAMER173,22.22222222,11.76470588,10.45751634,1,39,0.94,12,0,-0.001,0,100,5,0
125,CAMER174,27.77777778,11.76470588,16.0130719,1,71,2,2,0,-0.171,0,100,0,0
126,CAMER175,33.33333333,17.64705882,15.68627451,1,57,1,6,1,-0.171,0,0,5,0
127,CAMER176,22.22222222,5.882352941,16.33986928,1,65,1.8,6,-1,0.169,0,100,-90,0
128,CAMER177,27.77777778,11.76470588,16.0130719,1,42,1,6,-0.5,0.169,0,100,15,0
129,CAMER178,22.22222222,5.882352941,16.33986928,1,35,1.02,12,0.5,0.169,0,100,5,0
130,CAMER179,22.22222222,5.882352941,16.33986928,1,39,1.4,6,-1,0.169,0,-100,14,0
131,CAMER180,16.66666667,11.76470588,4.901960784,1,54,1,9,1,0.169,0,-50,16,0
132,CAMER181,27.77777778,11.76470588,16.0130719,1,59,1,9,0,0.169,0,100,15,0
133,CAMER182,27.77777778,11.76470588,16.0130719,1,49,2,9,0,-0.171,0,-100,9,0
134,CAMER183,11.11111111,5.882352941,5.22875817,1,31,1,13,0.5,0,0,100,19,0
135,CAMER184,22.22222222,5.882352941,16.33986928,1,51,1,6,-0.5,0.169,0,100,15,0
136,CAMER185,22.22222222,11.76470588,10.45751634,1,42,1,9,-0.5,0.169,0,100,5,0
137,CAMER186,27.77777778,11.76470588,16.0130719,1,56,1,9,0,0.169,0,-200,18,0
138,CAMER190,5.555555556,5.882352941,-0.326797386,0,69,4,0,0.5,-0.17,0,-200,-75,0
139,CAMER192,5.555555556,5.882352941,-0.326797386,0,52,4,6,-1.4,-0.17,0,-750,-88,0
140,CAMER193,11.11111111,5.882352941,5.22875817,1,63,3,5,1,0.084,0,-250,-90,0
141,CAMER195,11.11111111,5.882352941,5.22875817,1,68,5,4,-3.5,-0.34,0,-300,-93,0
142,CAMER197,11.11111111,5.882352941,5.22875817,1,48,1,13,-2.5,0.084,0,500,-60,0
143,CAMER199,11.11111111,5.882352941,5.22875817,1,65,4,1,-0.05,0,0,-250,-79,0
144,CAMER200,11.11111111,5.882352941,5.22875817,1,51,2,6,-0.2,0,0,-700,-98,0
145,CAMER201,5.555555556,5.882352941,-0.326797386,0,54,2,5,-3.6,-0.17,1,250,-90,0
146,CAMER202,11.11111111,5.882352941,5.22875817,1,51,2,5,4.2,0.084,0,-520,-100,0
147,CAMER204,5.555555556,5.882352941,-0.326797386,0,40,4,9,-2,-0.17,-1,-400,-100,0
148,CAMER205,11.11111111,5.882352941,5.22875817,1,54,3.5,6,1.9,0,0,250,-97,0
149,CAMER206,11.11111111,5.882352941,5.22875817,1,73,0.96,4,1.5,0,0,50,-98,0
150,CAMER207,11.11111111,5.882352941,5.22875817,1,50,4,6,-1.1,0,0,3100,-76,0
151,CAMER208,5.555555556,5.882352941,-0.326797386,0,63,1.13,9,-1.6,-0.17,0,3200,-75,0
152,CAMER209,11.11111111,5.882352941,5.22875817,1,81,7,0,-1.5,0.254,0,500,0.8,0
153,CAMER210,11.11111111,5.882352941,5.22875817,1,59,6,6,2.2,0,0,-400,5,0
154,CAMER211,16.66666667,5.882352941,10.78431373,1,57,6,6,2,0.169,0,-300,-1,0
155,CAMER213,11.11111111,5.882352941,5.22875817,1,54,1.6,9,-0.6,0.169,0,200,0,0
156,CAMER214,16.66666667,5.882352941,10.78431373,1,65,1,4,-1,0,0,-200,0,0
157,CAMER215,11.11111111,5.882352941,5.22875817,1,59,4,9,-2.9,0.254,0,-1300,3,-1.754
158,CAMER216,16.66666667,5.882352941,10.78431373,1,58,7,9,1.2,0,0,-850,-4,0
159,CAMER217,16.66666667,5.882352941,10.78431373,1,59,2,6,0.8,0.169,0,-200,4,-1.754
160,CAMER218,16.66666667,5.882352941,10.78431373,1,58,5,9,-0.4,0,0,-350,-1,0
161,CAMER219,16.66666667,5.882352941,10.78431373,1,72,2,0,2,0.339,-1,-300,-5,0
162,CAMER220,11.11111111,5.882352941,5.22875817,1,73,1,5,1.3,0.254,0,0,33,0
163,CAMER221,22.22222222,11.76470588,10.45751634,1,74,5,9,1,0.084,0,0,-6,0
164,CAMER223,11.11111111,5.882352941,5.22875817,1,63,5.5,6,2.5,0,0,-300,2,0
165,CAMER227,11.11111111,5.882352941,5.22875817,1,65,2,9,-1,0.169,0,-500,3,0
166,CAMER228,5.555555556,5.882352941,-0.326797386,0,84,1.4,0,-1.6,-0.17,0,0,15,0
167,CAMER229,11.11111111,5.882352941,5.22875817,1,74,1,3,0,0,0,100,5,0
168,CAMER230,11.11111111,5.882352941,5.22875817,1,65,6,6,-0.5,0.169,0,-1000,-2,0
169,CAMER232,11.11111111,5.882352941,5.22875817,1,70,1,6,0.5,0,0,300,5,0
170,CAMER233,11.11111111,5.882352941,5.22875817,1,51,0.53,12,1,0,0,-300,-2,0.679
171,CAMER234,11.11111111,5.882352941,5.22875817,1,48,1,9,0,0,0,0,5,0
172,CAMER236,11.11111111,11.76470588,-0.653594771,0,62,1,3,0,-0.34,-1,500,98,0
173,CAMER237,16.66666667,11.76470588,4.901960784,1,78,1,9,-1,-0.171,0,-200,7,0
174,CAMER238,11.11111111,5.882352941,5.22875817,1,52,1,6,1,0,0,-200,5,0
175,CAMER239,22.22222222,17.64705882,4.575163399,1,74,1,6,1.5,-0.341,0,300,8,0
176,CAMER240,16.66666667,11.76470588,4.901960784,1,55,1,2,0,-0.171,0,-200,5,0
177,CAMER241,16.66666667,11.76470588,4.901960784,1,46,0.86,11,0,-0.171,0,0,5,0
178,CAMER242,11.11111111,5.882352941,5.22875817,1,52,0.89,7,0,0,0,-200,10,0
179,CAMER243,16.66666667,5.882352941,10.78431373,1,44,1,6,0.5,0.169,0,100,5,0
180,CAMER244,11.11111111,5.882352941,5.22875817,1,20,1.37,12,1.5,0,0,100,8,0
181,CAMER245,5.555555556,5.882352941,-0.326797386,0,65,1,6,1,-0.17,-1,-200,90,0
182,CAMER246,11.11111111,5.882352941,5.22875817,1,54,3.96,6,1.5,0,0,300,0,0
183,CAMER248,11.11111111,5.882352941,5.22875817,1,74,2.5,2,0,0,0,100,5,0
184,CAMER250,22.22222222,5.882352941,16.33986928,1,72,5,6,1.5,0,0,400,-20,0
185,CAMER253,11.11111111,5.882352941,5.22875817,1,43,10,6,1,-0.085,0,1200,-21,0
186,CAMER254,11.11111111,5.882352941,5.22875817,1,58,10,5,1,0,0,400,-10,0
187,CHPER001,21.42857143,15.38461538,6.043956044,1,55,3,3,3.5,0.04,1,400,-7,0.084
188,CHPER003,14.28571429,7.692307692,6.593406593,1,61,1,2,0.5,0.04,1,2500,8,0
189,CHPER005,7.142857143,7.692307692,-0.549450549,0,41,1,0,0,0.019,0,-800,75,0
190,CHPER008,21.42857143,15.38461538,6.043956044,1,54,3,3,0,0.04,1,0,-5,0
191,CHPER009,21.42857143,15.38461538,6.043956044,1,45,2,0,0.5,0.04,1,300,-4,0
192,CHPER012,14.28571429,7.692307692,6.593406593,1,91,1,0,0.5,0.04,1,400,-5,0
193,CHPER013,14.28571429,15.38461538,-1.098901099,0,64,1.9,2,1,0.019,1,400,2,0
194,CHPER015,14.28571429,15.38461538,-1.098901099,0,51,1,2,1,0.019,1,600,0,0
195,CHPER026,21.42857143,15.38461538,6.043956044,1,49,2,2,0.5,0.082,1,200,2,0
196,CHPER028,21.42857143,7.692307692,13.73626374,1,62,4,0,0.5,0.04,1,300,0,0
197,CHPER030,14.28571429,7.692307692,6.593406593,1,66,2,13,1.5,0.04,1,500,-10,0
198,CHPER032,14.28571429,15.38461538,-1.098901099,0,71,2.37,2,1,0.018,1,0,-4,0
199,CHPER034,14.28571429,15.38461538,-1.098901099,0,48,3,0,0,0.04,1,200,-9,0.021
200,CHPER035,21.42857143,15.38461538,6.043956044,1,53,1,0,1,0.04,1,400,-25,0
201,CHPER037,21.42857143,7.692307692,13.73626374,1,56,1,0,0.2,0.061,1,200,17,0
202,CHPER038,21.42857143,15.38461538,6.043956044,1,57,2,6,0.5,0.06,1,500,10,0
203,CHPER039,14.28571429,7.692307692,6.593406593,1,66,4.9,0,0,0.04,1,200,0,0
204,CHPER041,14.28571429,15.38461538,-1.098901099,0,43,1.01,0,1,0.018,1,0,0,0
205,CHPER053,21.42857143,7.692307692,13.73626374,1,60,2,2,1,0.061,1,400,-10,0
206,CHPER055,14.28571429,7.692307692,6.593406593,1,56,1,0,1,0.04,1,200,8,0
207,CHPER056,21.42857143,7.692307692,13.73626374,1,38,3,9,0.2,0.04,1,200,-2,0
208,CHPER057,14.28571429,15.38461538,-1.098901099,0,36,1,7,0.5,0.039,1,400,5,0
209,CHPER058,14.28571429,7.692307692,6.593406593,1,54,1.09,3,0,0.04,1,0,67,0
210,CHPER060,14.28571429,7.692307692,6.593406593,1,71,1,2,0,0.04,1,200,25,0
211,CHPER062,14.28571429,15.38461538,-1.098901099,0,54,2.5,6,0,0.04,1,0,12,0
212,CHPER064,21.42857143,15.38461538,6.043956044,1,49,3,3,0,0.04,1,0,-5,0
213,CHPER066,14.28571429,7.692307692,6.593406593,1,47,2,0,0.5,0.019,0,700,75,0
214,CHPER067,14.28571429,7.692307692,6.593406593,1,41,4,3,1,0.04,1,200,-8.4,0
215,CHPER071,14.28571429,7.692307692,6.593406593,1,66,1.5,0,0,0.04,1,400,34,0
216,CHPER073,14.28571429,7.692307692,6.593406593,1,48,2,6,0.5,0.04,1,0,22,0
217,CHPER075,14.28571429,7.692307692,6.593406593,1,64,2.1,5,0.5,0.04,1,0,45,0.021
218,CHPER076,14.28571429,15.38461538,-1.098901099,0,63,2,2,1,-0.003,0,500,72,0
219,CHPER078,21.42857143,7.692307692,13.73626374,1,43,2,6,0,0.04,1,1000,-13,0
220,CHPER080,14.28571429,7.692307692,6.593406593,1,55,1.77,3,1.5,0.04,1,1300,-33.4,0.066
221,CHPER082,21.42857143,15.38461538,6.043956044,1,45,3.26,9,-0.5,0.039,1,200,-3,0
222,CHPER086,14.28571429,15.38461538,-1.098901099,0,48,1.8,9,0.5,0.039,1,800,-78,0
223,CHPER088,14.28571429,7.692307692,6.593406593,1,62,2,2,0,0.019,1,500,4,0
224,CHPER089,14.28571429,15.38461538,-1.098901099,0,52,0.91,9,0,0.018,0,-200,-6,0
225,CHPER090,14.28571429,7.692307692,6.593406593,1,64,3,6,1.5,0.019,1,-500,2,0
226,CHPER092,14.28571429,15.38461538,-1.098901099,0,79,1.18,0,0.5,-0.003,1,0,15,0
227,CHPER094,21.42857143,15.38461538,6.043956044,1,62,1.19,2,0,0.04,1,-300,3,0
228,CHPER097,14.28571429,15.38461538,-1.098901099,0,65,3,3,1,0.039,1,-500,-10,0
229,CHPER098,14.28571429,7.692307692,6.593406593,1,79,2,0,0,0.019,1,500,-20,0
230,CHPER099,14.28571429,7.692307692,6.593406593,1,32,1,6,0.5,0.019,1,0,-60,0
231,CHPER1000,14.28571429,7.692307692,6.593406593,1,64,1,3,-0.5,0.04,0,-200,0,0.021
232,CHPER1001,21.42857143,7.692307692,13.73626374,1,50,1,9,2,0.04,0,-500,0,-0.292
233,CHPER1002,21.42857143,7.692307692,13.73626374,1,45,1,9,1.5,0.05,0,-500,5,0
234,CHPER1003,14.28571429,7.692307692,6.593406593,1,56,2,6,1.5,0.039,0,-500,5,0
235,CHPER1004,14.28571429,7.692307692,6.593406593,1,54,1,9,1.1,0.019,0,-600,-7.5,0
236,CHPER1005,14.28571429,7.692307692,6.593406593,1,67,2,2,0,0.04,0,-600,2,0
237,CHPER1006,14.28571429,7.692307692,6.593406593,1,82,3,0,1.5,0.04,0,-300,-4,-0.313
238,CHPER1007,14.28571429,7.692307692,6.593406593,1,67,1.5,6,0,0.019,0,200,12,0
239,CHPER1008,21.42857143,7.692307692,13.73626374,1,64,1.5,1,0.5,0.04,0,-800,0,0
240,CHPER1009,21.42857143,7.692307692,13.73626374,1,51,1.5,5,-1.3,0.082,0,-100,-10,0
241,CHPER101,14.28571429,7.692307692,6.593406593,1,40,1,9,0,0.04,1,500,0,0
242,CHPER1010,14.28571429,7.692307692,6.593406593,1,65,2,0,-0.5,0.029,0,0,0,0
243,CHPER1011,28.57142857,7.692307692,20.87912088,1,79,2,2,0.2,0.061,0,-500,5,0
244,CHPER1012,21.42857143,7.692307692,13.73626374,1,54,3,6,-2,0.04,0,-1100,0,0
245,CHPER1013,14.28571429,7.692307692,6.593406593,1,72,2.5,2,1,0.04,0,-300,0,0
246,CHPER1014,21.42857143,7.692307692,13.73626374,1,48,2,9,0.5,0.061,0,-500,0,0
247,CHPER1016,14.28571429,7.692307692,6.593406593,1,85,4,3,0,0.04,0,-600,2,0
248,CHPER1018,14.28571429,7.692307692,6.593406593,1,62,2,6,-1.5,0.019,0,-600,10,0
249,CHPER1019,21.42857143,7.692307692,13.73626374,1,56,1,6,1.5,0.05,0,-400,23,-0.334
250,CHPER1022,14.28571429,7.692307692,6.593406593,1,77,3,2,-2,0.05,0,-600,-6,0
251,CHPER1023,7.142857143,7.692307692,-0.549450549,0,74,1,0,-0.5,0.008,0,-600,22,0
252,CHPER1024,21.42857143,7.692307692,13.73626374,1,36,4,6,-0.8,0.04,0,-500,8,-0.146
253,CHPER1025,21.42857143,7.692307692,13.73626374,1,81,2,2,-0.5,0.061,0,-100,-8,0
254,CHPER1026,21.42857143,7.692307692,13.73626374,1,74,3,4,-2,0.04,0,-300,4,0
255,CHPER1029,14.28571429,7.692307692,6.593406593,1,71,1.5,3,3,0.05,0,-700,3,-0.167
256,CHPER1030,14.28571429,7.692307692,6.593406593,1,49,3,6,0.2,0.019,0,-200,0,-0.365
257,CHPER1031,21.42857143,7.692307692,13.73626374,1,99,1,6,1,0.071,1,-200,-10,-0.438
258,CHPER1032,14.28571429,7.692307692,6.593406593,1,41,1,9,-0.5,0.056,1,-500,-50,0
259,CHPER1033,21.42857143,7.692307692,13.73626374,1,78,2,0,-1,0.019,0,200,25,0
260,CHPER1034,21.42857143,7.692307692,13.73626374,1,60,1,0,1,0.091,0,-300,17,0
261,CHPER1035,14.28571429,7.692307692,6.593406593,1,74,4,0,0,0.066,0,-300,-1,0
262,CHPER1036,21.42857143,7.692307692,13.73626374,1,88,3,1,2,0.04,0,-600,5,0
263,CHPER1037,21.42857143,7.692307692,13.73626374,1,56,3,6,-1,0.04,1,0,-5,0
264,CHPER1038,14.28571429,7.692307692,6.593406593,1,82,3,2,-1,0.04,0,-300,2,0
265,CHPER1039,21.42857143,7.692307692,13.73626374,1,64,4,2,0,0.019,0,-300,15,0
266,CHPER104,21.42857143,7.692307692,13.73626374,1,50,4,3,-1,0.029,0,200,-10,0
267,CHPER1040,21.42857143,7.692307692,13.73626374,1,61,4,5,1,0.061,1,-300,-5,0
268,CHPER1041,14.28571429,7.692307692,6.593406593,1,54,2,6,0.5,0.04,0,-600,5,0
269,CHPER1042,28.57142857,7.692307692,20.87912088,1,60,2,6,1,0.04,0,200,3,0
270,CHPER1043,21.42857143,7.692307692,13.73626374,1,66,1,6,1.5,0.04,0,-550,-5,0
271,CHPER1047,21.42857143,7.692307692,13.73626374,1,51,3,0,1,0.042,0,0,0,-0.146
272,CHPER1048,14.28571429,7.692307692,6.593406593,1,77,1,2,0.2,0.04,0,-300,-5,0
273,CHPER1049,21.42857143,7.692307692,13.73626374,1,56,1.5,6,-0.5,0.061,0,-600,0,0
274,CHPER105,21.42857143,7.692307692,13.73626374,1,41,4,3,-2,0.08,0,0,-5,0
