Num,Clave_Nal,InAI18,InAI17,Cambio_InAI,Cambio_InAI_Factor2,Edad18,Sup18,Esc18,CRend,Crad,CCli,CPrec,CAuto,Cint
1772,CHPER2875,21.42857143,7.692307692,13.73626374,1,46,1,6,1,0.019,1,250,-10,0
1773,CHPER2877,21.42857143,0,21.42857143,1,64,2.5,6,0,0.042,1,250,-30,0
1774,CHPER288,0,0,0,1,78,1.5,0,-0.2,0,0,-500,0,0
1775,CHPER2882,21.42857143,0,21.42857143,1,56,3,6,-4.6,0.042,1,250,-78.5,0
1776,CHPER2883,28.57142857,7.692307692,20.87912088,1,53,2,9,-0.3,0.04,1,750,-14,0
1777,CHPER2884,28.57142857,7.692307692,20.87912088,1,50,3,6,-4,0.04,1,250,-16.2,0
1778,CHPER2885,28.57142857,7.692307692,20.87912088,1,46,1.75,6,-0.8,0.029,1,250,-32,0.021
1779,CHPER2887,35.71428571,7.692307692,28.02197802,1,60,3,9,-3.2,0.071,0,0,1,0
1780,CHPER2888,21.42857143,0,21.42857143,1,69,4,6,1.5,0.042,1,-250,-84,0
1781,CHPER289,7.142857143,0,7.142857143,1,57,1,0,0.2,0.031,0,-400,0,0
1782,CHPER2891,21.42857143,7.692307692,13.73626374,1,47,0.9,6,3.5,0.019,0,25,-4,0
1783,CHPER2892,21.42857143,7.692307692,13.73626374,1,47,1.08,6,1.32,0.029,0,-375,-2,-0.493
1784,CHPER2893,21.42857143,15.38461538,6.043956044,1,51,0.91,6,1.1,0.028,0,-1175,-2,-0.482
1785,CHPER2894,14.28571429,0,14.28571429,1,68,0.8,6,0.8,0.042,1,-355,-3,0
1786,CHPER2895,21.42857143,7.692307692,13.73626374,1,53,1.7,6,2.8,0.082,0,-375,-3,0
1787,CHPER2896,14.28571429,7.692307692,6.593406593,1,61,1.4,6,4.2,0.019,0,-375,0.4,0
1788,CHPER2898,28.57142857,23.07692308,5.494505495,1,46,1,6,-1.16,0.016,0,-375,-13,-0.524
1789,CHPER290,7.142857143,0,7.142857143,1,52,1,1,-0.05,0.021,0,-450,0,0
1790,CHPER2905,21.42857143,15.38461538,6.043956044,1,62,1.5,6,-0.6,0.039,0,-175,-3,0
1791,CHPER2907,14.28571429,15.38461538,-1.098901099,0,42,1.75,6,-0.1,-0.003,0,-175,-20.3,0
1792,CHPER291,7.142857143,0,7.142857143,1,38,1,6,0,0.031,0,500,0,0
1793,CHPER2910,21.42857143,15.38461538,6.043956044,1,54,2,6,-1.24,0.039,0,-175,-2,0
1794,CHPER292,7.142857143,0,7.142857143,1,54,1,2,0,0.021,0,700,0,0.084
1795,CHPER2921,21.42857143,15.38461538,6.043956044,1,64,4,6,-0.5,0.028,-1,-375,-3,0
1796,CHPER2925,21.42857143,15.38461538,6.043956044,1,52,1,6,-0.2,0.039,0,-175,6,0
1797,CHPER2928,21.42857143,7.692307692,13.73626374,1,70,2,0,0,0.04,0,-375,-2,0
1798,CHPER293,7.142857143,0,7.142857143,1,70,1,4,0.5,0.021,0,1500,0,0
1799,CHPER2930,21.42857143,15.38461538,6.043956044,1,75,2,4,-0.36,0.016,0,-375,-12,0
1800,CHPER2932,21.42857143,15.38461538,6.043956044,1,62,1,6,-0.2,0.04,0,-375,-3,0
1801,CHPER2936,21.42857143,15.38461538,6.043956044,1,52,1,6,0.5,0.039,0,125,-2,0
1802,CHPER2937,21.42857143,15.38461538,6.043956044,1,62,1,6,-0.06,0.018,0,-575,21,0
1803,CHPER294,7.142857143,0,7.142857143,1,75,1,0,0.3,0.021,0,2000,0,0
1804,CHPER2944,28.57142857,7.692307692,20.87912088,1,58,1,0,-3,0.061,1,-400,-7,0
1805,CHPER2945,21.42857143,7.692307692,13.73626374,1,45,3,2,2,0.04,1,-400,-7,0
1806,CHPER2946,14.28571429,7.692307692,6.593406593,1,47,3,3,1,0.019,1,-300,-8,0
1807,CHPER2947,21.42857143,7.692307692,13.73626374,1,46,5,2,0.5,0.04,1,-400,-5,0
1808,CHPER2948,21.42857143,7.692307692,13.73626374,1,66,4,2,1.5,0.019,1,-400,-3,0
1809,CHPER295,7.142857143,0,7.142857143,1,63,1,0,-0.15,0.031,0,-1800,5,0
1810,CHPER2950,28.57142857,7.692307692,20.87912088,1,75,3,0,0,0.04,1,-300,-8,0
1811,CHPER2951,14.28571429,7.692307692,6.593406593,1,49,1,3,0,0.019,1,-400,-5,0
1812,CHPER2952,21.42857143,7.692307692,13.73626374,1,52,3,0,1,0.04,2,-600,-7,0
1813,CHPER2953,35.71428571,7.692307692,28.02197802,1,62,3,6,0,0.041,1,-300,0,0
1814,CHPER2954,28.57142857,0,28.57142857,1,65,3,10,-0.5,0.063,1,0,15,0
1815,CHPER2956,14.28571429,0,14.28571429,1,76,2,0,1.5,0.021,1,0,-95,0
1816,CHPER2958,21.42857143,7.692307692,13.73626374,1,60,5,5,-1,0.052,1,200,0,0
1817,CHPER2959,21.42857143,0,21.42857143,1,82,2,1,1.5,0.084,1,2000,-2,0
1818,CHPER296,7.142857143,0,7.142857143,1,64,2,3,2.25,0.056,0,-1000,0,0
1819,CHPER2961,21.42857143,7.692307692,13.73626374,1,64,2,0,-2.5,0.04,1,-800,-10,0
1820,CHPER2962,14.28571429,0,14.28571429,1,56,4,7,1,0.042,1,-200,-4,0
1821,CHPER2963,21.42857143,7.692307692,13.73626374,1,49,4,5,0,0.04,1,-200,-4,0
1822,CHPER2964,14.28571429,7.692307692,6.593406593,1,57,1,17,0.5,-0.002,1,-100,-5,0
1823,CHPER2965,21.42857143,7.692307692,13.73626374,1,44,1.5,2,0.5,0.04,1,-200,-18,0
1824,CHPER2966,21.42857143,0,21.42857143,1,83,2,5,0,0.042,0,100,-5,0
1825,CHPER2967,21.42857143,7.692307692,13.73626374,1,61,2,0,0.5,0.04,1,-100,-6,0
1826,CHPER2968,35.71428571,15.38461538,20.32967033,1,60,1,13,0,0.04,1,-100,-40,0
1827,CHPER2969,21.42857143,7.692307692,13.73626374,1,47,2,8,0.5,0.019,1,0,-7,0
1828,CHPER297,7.142857143,0,7.142857143,1,63,1,0,0.1,0.021,0,2500,0,0
1829,CHPER2970,21.42857143,0,21.42857143,1,66,1,3,1,0.042,1,-200,6,0
1830,CHPER2971,28.57142857,7.692307692,20.87912088,1,88,2,0,1,0.04,1,100,-10,0
1831,CHPER2974,21.42857143,0,21.42857143,1,76,2,1,0.5,0.042,1,-400,15,0
1832,CHPER2975,21.42857143,7.692307692,13.73626374,1,44,4,2,0,0.04,1,-400,-5,0
1833,CHPER2976,21.42857143,7.692307692,13.73626374,1,51,2.5,0,1,0.019,1,0,-15,0
1834,CHPER2979,14.28571429,0,14.28571429,1,71,1.5,2,0.5,0.042,1,1000,-95,0
1835,CHPER298,7.142857143,7.692307692,-0.549450549,0,65,1,0,0.1,-0.002,0,1300,0,0
1836,CHPER2980,35.71428571,7.692307692,28.02197802,1,31,1,9,0.5,0.04,1,0,-100,0
1837,CHPER2981,28.57142857,7.692307692,20.87912088,1,41,2,9,0,0.019,1,100,40,0
1838,CHPER2982,21.42857143,0,21.42857143,1,64,4,6,-1,0.042,1,-300,6,0
1839,CHPER2983,21.42857143,0,21.42857143,1,66,5,3,0.5,0.063,1,0,15,0
1840,CHPER2985,35.71428571,7.692307692,28.02197802,1,68,2,6,2,0.04,1,-200,6,0
1841,CHPER2986,21.42857143,0,21.42857143,1,70,5,6,0,0.042,1,-800,-92,0
1842,CHPER2988,14.28571429,0,14.28571429,1,48,1.85,11,1,0.021,1,-200,10,0
1843,CHPER2989,28.57142857,0,28.57142857,1,58,1,8,0.5,0.063,1,-200,0,0
1844,CHPER299,0,0,0,1,49,2,2,-0.5,0,0,600,0,0
1845,CHPER2991,21.42857143,23.07692308,-1.648351648,0,56,2,3,0.5,0.039,0,-150,0,0
1846,CHPER2992,28.57142857,23.07692308,5.494505495,1,52,2,3,0.5,0.06,0,200,0,0
1847,CHPER2995,28.57142857,23.07692308,5.494505495,1,64,1,4,0.5,0.037,0,0,-5,0
1848,CHPER2996,28.57142857,23.07692308,5.494505495,1,65,3,3,0.2,0.039,0,0,-15,0
1849,CHPER2997,21.42857143,23.07692308,-1.648351648,0,58,3,0,1.5,0.039,0,0,-5,0
1850,CHPER2998,28.57142857,23.07692308,5.494505495,1,48,2,5,0,0.039,0,0,-35,0
1851,CHPER2999,28.57142857,23.07692308,5.494505495,1,56,3,8,-7.3,0.037,0,0,-20,0
1852,CHPER300,7.142857143,0,7.142857143,1,79,1,5,0.2,0.021,0,-700,0,0
1853,CHPER3000,28.57142857,23.07692308,5.494505495,1,53,4.5,12,1.5,0.06,0,300,-10,0
1854,CHPER3001,28.57142857,15.38461538,13.18681319,1,44,2,9,0.5,0.061,1,-400,-80,0
1855,CHPER3002,28.57142857,15.38461538,13.18681319,1,45,1,9,0,0.039,0,0,5,0
1856,CHPER3003,28.57142857,23.07692308,5.494505495,1,78,1,0,1,0.039,0,0,15,0
1857,CHPER3004,28.57142857,23.07692308,5.494505495,1,61,3,4,0,0.06,0,0,-30,0
1858,CHPER3005,28.57142857,23.07692308,5.494505495,1,66,2,0,0,0.06,0,0,-30,0
1859,CHPER3006,28.57142857,23.07692308,5.494505495,1,65,2.5,1,0,0.039,0,-1300,-35,0
1860,CHPER3007,28.57142857,15.38461538,13.18681319,1,63,2.5,0,1,0.039,0,0,-5,0
1861,CHPER3008,35.71428571,30.76923077,4.945054945,1,68,1,0,1,0.058,0,0,5,0
1862,CHPER3009,14.28571429,15.38461538,-1.098901099,0,36,2,2,1,0.039,0,-150,-10,0
1863,CHPER301,7.142857143,0,7.142857143,1,50,2,6,0.3,0.021,0,-1300,2,0
1864,CHPER3010,28.57142857,23.07692308,5.494505495,1,66,3,2,0,0.06,0,0,-20,0
1865,CHPER3011,14.28571429,15.38461538,-1.098901099,0,84,3,0,0,0.018,0,-150,0,0
1866,CHPER3012,21.42857143,23.07692308,-1.648351648,0,55,1.5,8,1.5,0.018,0,0,5,0
1867,CHPER3013,14.28571429,15.38461538,-1.098901099,0,32,2,4,2.5,0.039,0,-200,0,0
1868,CHPER3014,14.28571429,15.38461538,-1.098901099,0,80,2,0,1,0.018,0,100,0,0
1869,CHPER3015,21.42857143,15.38461538,6.043956044,1,58,3,1,0.5,0.091,0,50,5,0
1870,CHPER3016,21.42857143,23.07692308,-1.648351648,0,61,2.5,1,1,0.039,0,-100,0,0
1871,CHPER3017,21.42857143,23.07692308,-1.648351648,0,57,2,0,1,0.06,0,300,0,0
1872,CHPER3018,21.42857143,23.07692308,-1.648351648,0,57,3.75,0,0,0.037,0,100,5,0
1873,CHPER3019,14.28571429,15.38461538,-1.098901099,0,57,4,9,1,0.019,0,-200,-5,0
1874,CHPER302,7.142857143,7.692307692,-0.549450549,0,42,1,6,-0.1,0.031,0,-600,0,0
1875,CHPER3020,21.42857143,23.07692308,-1.648351648,0,53,3,0,2,0.039,0,-200,0,0
1876,CHPER3021,21.42857143,23.07692308,-1.648351648,0,44,4,6,0,0.077,0,-200,-10,0
1877,CHPER3022,21.42857143,15.38461538,6.043956044,1,66,4,6,-2,0.049,0,0,0,0.021
1878,CHPER303,7.142857143,0,7.142857143,1,49,1.5,9,-0.5,0.021,0,-400,0,0
1879,CHPER304,7.142857143,0,7.142857143,1,71,1,3,0,0.031,0,-2500,25,0
1880,CHPER305,7.142857143,0,7.142857143,1,57,2,0,-0.3,0.021,0,-100,0,0
1881,CHPER306,14.28571429,15.38461538,-1.098901099,0,77,1,0,-0.2,0.019,0,-1000,0,0
1882,CHPER307,7.142857143,7.692307692,-0.549450549,0,54,2,0,0.6,-0.002,0,-900,0,0
1883,CHPER3084,14.28571429,7.692307692,6.593406593,1,53,1,9,0.5,0.019,0,-150,-20,0
1884,CHPER3085,14.28571429,7.692307692,6.593406593,1,48,1.5,6,0.5,0.019,0,-50,0,0
1885,CHPER3086,14.28571429,7.692307692,6.593406593,1,59,2,6,0.3,0.019,0,-150,-100,-0.167
1886,CHPER3087,14.28571429,15.38461538,-1.098901099,0,64,1,9,0.2,-0.003,0,-200,-100,0
1887,CHPER3088,14.28571429,7.692307692,6.593406593,1,70,1.5,4,0.8,0.019,0,-300,-7,0
1888,CHPER3089,14.28571429,7.692307692,6.593406593,1,83,1,0,0.6,0.019,0,-200,0,0
1889,CHPER3090,14.28571429,7.692307692,6.593406593,1,86,1,5,0.6,0.019,0,-150,-60,0
1890,CHPER3091,14.28571429,7.692307692,6.593406593,1,61,1.5,6,-3.1,0.019,0,-200,2,0
1891,CHPER3092,7.142857143,7.692307692,-0.549450549,0,72,1,6,0.7,-0.002,0,-150,-2,0
1892,CHPER3094,14.28571429,7.692307692,6.593406593,1,59,1,3,-0.2,0.019,0,-150,1,0
1893,CHPER3095,14.28571429,7.692307692,6.593406593,1,51,1.5,9,0.2,0.019,0,-150,-40,0
1894,CHPER3097,14.28571429,7.692307692,6.593406593,1,96,1,0,0.2,0.019,0,-200,-1,0
1895,CHPER3098,14.28571429,7.692307692,6.593406593,1,72,1.5,0,0.5,0.019,0,-200,3,0
1896,CHPER3099,14.28571429,7.692307692,6.593406593,1,92,1,0,0.5,0.019,0,-200,2,0
1897,CHPER3100,14.28571429,7.692307692,6.593406593,1,64,2,6,-0.2,0.019,0,-200,1,0
1898,CHPER3101,14.28571429,15.38461538,-1.098901099,0,57,1.5,17,0.2,-0.003,0,-150,-5,0
1899,CHPER3102,14.28571429,7.692307692,6.593406593,1,84,1,0,-0.2,0.019,0,-150,3,0
1900,CHPER3104,14.28571429,7.692307692,6.593406593,1,71,2,7,0.5,0.019,0,-200,-100,0
1901,CHPER3105,21.42857143,7.692307692,13.73626374,1,59,1,9,0.3,0.04,0,-200,-100,0
1902,CHPER3106,14.28571429,7.692307692,6.593406593,1,56,1,6,0.3,0.019,0,-150,1,0
1903,CHPER3107,14.28571429,7.692307692,6.593406593,1,64,2,0,0.2,0.019,0,-100,0,0
1904,CHPER3108,14.28571429,15.38461538,-1.098901099,0,47,1,5,0.2,-0.003,0,50,-20,0
1905,CHPER3109,14.28571429,7.692307692,6.593406593,1,41,1.5,7,0.2,0.019,0,-200,3,0
1906,CHPER3110,14.28571429,7.692307692,6.593406593,1,55,1,3,0.3,0.019,0,-100,-3,0
1907,CHPER3111,14.28571429,7.692307692,6.593406593,1,69,2,0,0.5,0.019,0,-150,1,0
1908,CHPER3112,14.28571429,7.692307692,6.593406593,1,43,1.5,6,0.2,0.019,0,-150,3,0
1909,CHPER3113,21.42857143,7.692307692,13.73626374,1,67,1,9,1,0.019,0,-150,15,0
1910,CHPER3114,14.28571429,7.692307692,6.593406593,1,35,1,9,0.1,0.029,0,-200,2,0
1911,CHPER3115,14.28571429,7.692307692,6.593406593,1,68,1,6,0.1,0.019,0,-200,1,0
1912,CHPER3116,14.28571429,7.692307692,6.593406593,1,83,2,0,1.1,0.019,0,-200,6,0
1913,CHPER3117,14.28571429,7.692307692,6.593406593,1,48,1,9,0.2,0.019,0,-300,2,0
1914,CHPER3118,14.28571429,7.692307692,6.593406593,1,73,1,0,0.2,0.019,0,-100,1,0
1915,CHPER3119,7.142857143,7.692307692,-0.549450549,0,72,1,0,0.4,-0.002,0,-400,1,0
1916,CHPER3120,14.28571429,7.692307692,6.593406593,1,61,1,6,0.4,0.019,0,-300,1,0
1917,CHPER3121,14.28571429,7.692307692,6.593406593,1,71,1,0,0.3,0.019,0,-200,0,0
1918,CHPER3122,7.142857143,7.692307692,-0.549450549,0,36,1,8,-0.2,-0.002,0,-400,-1,0
1919,CHPER3123,7.142857143,7.692307692,-0.549450549,0,51,2,6,0.2,-0.002,0,-50,-1,0
1920,CHPER3124,21.42857143,7.692307692,13.73626374,1,73,1.5,0,0.1,0.05,0,-350,-1,0
1921,CHPER3125,14.28571429,7.692307692,6.593406593,1,54,1,6,0.2,0.019,0,-200,-50,0
1922,CHPER3126,14.28571429,7.692307692,6.593406593,1,58,1.5,6,0.3,0.019,0,-250,-6,0
1923,CHPER3127,14.28571429,7.692307692,6.593406593,1,65,1,0,-2.3,0.019,0,-100,-2,0
1924,CHPER3128,14.28571429,7.692307692,6.593406593,1,86,1,0,-1,0.019,0,-400,2,0
1925,CHPER3129,14.28571429,7.692307692,6.593406593,1,49,1,6,0.7,0.019,0,-200,-100,-0.417
1926,CHPER3130,14.28571429,7.692307692,6.593406593,1,63,2,6,0.7,0.019,0,-100,1,0
1927,CHPER3131,21.42857143,7.692307692,13.73626374,1,73,2,0,1.4,0.029,0,20,95,0
1928,CHPER3133,14.28571429,0,14.28571429,1,52,1,6,0,0.042,0,-250,0,0
1929,CHPER315,14.28571429,7.692307692,6.593406593,1,77,2,3,3.2,0.061,0,-400,-0.9,0.084
1930,CHPER3189,50,15.38461538,34.61538462,1,71,1.5,4,1,0.081,0,-100,0,0
1931,CHPER3190,50,23.07692308,26.92307692,1,41,1.6,4,1,0.058,0,-400,0,0
1932,CHPER3191,21.42857143,23.07692308,-1.648351648,0,76,2,3,-5,-0.005,0,0,0,0
1933,CHPER3192,50,23.07692308,26.92307692,1,28,3,3,0,0.058,0,-1400,0,0
1934,CHPER3193,50,23.07692308,26.92307692,1,78,2,3,1,0.058,0,0,0,0
1935,CHPER3194,50,23.07692308,26.92307692,1,49,1.02,2,1,0.058,0,0,0,0
1936,CHPER3195,50,23.07692308,26.92307692,1,39,1.11,2,1,0.058,0,0,0,0
1937,CHPER3196,50,23.07692308,26.92307692,1,71,2,4,1,0.058,0,2000,0,0
1938,CHPER3198,50,23.07692308,26.92307692,1,60,0.96,2,1,0.058,0,0,-10,0
1939,CHPER3199,50,23.07692308,26.92307692,1,65,4,2,1,0.058,0,0,-10,0
1940,CHPER320,14.28571429,7.692307692,6.593406593,1,63,3,6,-1,0.04,1,-250,-9.5,0.021
1941,CHPER3200,57.14285714,23.07692308,34.06593407,1,59,4,4,1,0.121,0,0,-10,0
1942,CHPER3201,50,23.07692308,26.92307692,1,56,0.42,5,1,0.058,0,0,0,0
1943,CHPER3202,50,23.07692308,26.92307692,1,72,0.5,5,1,0.058,0,0,-10,0
1944,CHPER3203,50,23.07692308,26.92307692,1,85,3,6,0,0.058,0,0,0,0
1945,CHPER3204,50,23.07692308,26.92307692,1,61,3,1,0,0.058,0,-400,0,0
1946,CHPER3205,50,23.07692308,26.92307692,1,49,2.25,2,1,0.058,0,0,-10,0
1947,CHPER3206,50,23.07692308,26.92307692,1,46,1,3,1,0.058,0,0,-10,0
1948,CHPER3207,50,23.07692308,26.92307692,1,45,3,4,0,0.058,0,0,0,0
1949,CHPER3208,50,23.07692308,26.92307692,1,60,2,1,0,0.058,0,0,0,0
1950,CHPER3210,50,23.07692308,26.92307692,1,60,0.97,3,1,0.058,0,0,0,0
1951,CHPER3211,57.14285714,23.07692308,34.06593407,1,70,1,5,1,0.079,0,0,0,0
1952,CHPER3212,57.14285714,15.38461538,41.75824176,1,78,2,5,0,0.102,0,0,0,0
1953,CHPER3213,57.14285714,23.07692308,34.06593407,1,59,2,2,1,0.079,0,0,0,0
1954,CHPER3215,57.14285714,23.07692308,34.06593407,1,64,4.91,4,0,0.079,0,100,0,0
1955,CHPER3216,42.85714286,23.07692308,19.78021978,1,85,2.45,5,1,0.037,0,-100,0,0
1956,CHPER3217,57.14285714,23.07692308,34.06593407,1,56,2.6,1,1,0.079,0,0,-10,0
1957,CHPER3218,50,23.07692308,26.92307692,1,81,1,3,1,0.058,0,0,0,0
1958,CHPER3219,50,15.38461538,34.61538462,1,49,3.86,2,0.2,0.039,0,0,-10,0
1959,CHPER322,21.42857143,7.692307692,13.73626374,1,63,2.8,5,-5,0.112,0,-250,-4,0
1960,CHPER3221,50,15.38461538,34.61538462,1,50,2,3,-2.5,0.039,0,0,0,0
1961,CHPER3222,50,15.38461538,34.61538462,1,77,4.73,4,0.5,0.039,0,-100,0,0
1962,CHPER3224,50,15.38461538,34.61538462,1,65,3.89,1,1,0.039,0,300,-10,0
1963,CHPER3226,28.57142857,15.38461538,13.18681319,1,64,2,5,1,-0.003,0,100,0,0
1964,CHPER3227,28.57142857,15.38461538,13.18681319,1,38,2,2,0,-0.003,0,0,0,0
1965,CHPER3228,28.57142857,15.38461538,13.18681319,1,68,3.56,3,0,-0.003,0,0,0,0
1966,CHPER3229,28.57142857,15.38461538,13.18681319,1,66,0.75,2,2.2,-0.003,0,0,0,0
1967,CHPER323,7.142857143,7.692307692,-0.549450549,0,49,6,6,2.2,0.074,1,-250,-4.3,-0.167
1968,CHPER3230,28.57142857,15.38461538,13.18681319,1,87,4,1,1,-0.003,0,0,0,0
1969,CHPER3231,28.57142857,15.38461538,13.18681319,1,73,4,2,0,-0.024,0,0,0,0
1970,CHPER3232,21.42857143,15.38461538,6.043956044,1,58,1.34,3,1,-0.003,0,0,0,0
1971,CHPER3233,28.57142857,15.38461538,13.18681319,1,53,4,4,0,-0.003,0,0,0,0
1972,CHPER3234,28.57142857,15.38461538,13.18681319,1,57,3.4,1,1,-0.003,0,100,0,0
1973,CHPER3235,28.57142857,15.38461538,13.18681319,1,59,3.07,2,1,-0.003,0,100,0,0
1974,CHPER3236,28.57142857,15.38461538,13.18681319,1,32,3,3,1,-0.003,0,200,0,0
1975,CHPER3237,28.57142857,15.38461538,13.18681319,1,69,3.04,3,2,-0.003,0,100,0,0
1976,CHPER3238,28.57142857,15.38461538,13.18681319,1,64,2.68,1,0,-0.003,0,100,0,0
1977,CHPER3241,28.57142857,15.38461538,13.18681319,1,69,3.5,2,0,0.021,1,100,0,0
1978,CHPER3243,14.28571429,7.692307692,6.593406593,1,76,1,0,0.3,0.019,0,-250,-6,0
1979,CHPER3244,21.42857143,7.692307692,13.73626374,1,69,1,0,1,0.04,1,-100,-8,0
1980,CHPER3245,21.42857143,15.38461538,6.043956044,1,58,2,4,-2.02,0.018,1,-800,5,0
1981,CHPER3248,21.42857143,15.38461538,6.043956044,1,63,1,4,-1.4,0.019,0,-600,-50,0
1982,CHPER3249,21.42857143,15.38461538,6.043956044,1,58,3,6,-2.02,0.019,1,-800,10,0
1983,CHPER325,14.28571429,7.692307692,6.593406593,1,54,5,6,2.2,0.033,0,100,11,0
1984,CHPER3250,21.42857143,7.692307692,13.73626374,1,63,2,5,0,0.019,1,-800,12,0
1985,CHPER3251,14.28571429,7.692307692,6.593406593,1,73,1,3,0.2,0.019,0,-150,-6,0
1986,CHPER3253,14.28571429,7.692307692,6.593406593,1,62,3,6,0,0.019,1,-800,30,0
1987,CHPER3254,21.42857143,7.692307692,13.73626374,1,45,3,15,0.5,0.019,1,-500,35,-1.176
1988,CHPER3255,14.28571429,7.692307692,6.593406593,1,48,3,6,0,0.019,1,-800,37,0
1989,CHPER3257,14.28571429,7.692307692,6.593406593,1,52,1.06,3,4,0.019,1,-800,28,0
1990,CHPER3258,14.28571429,7.692307692,6.593406593,1,49,3,6,0,0.019,1,-500,40,0
1991,CHPER3259,14.28571429,7.692307692,6.593406593,1,67,3,3,0,0.019,0,-500,30,0
1992,CHPER326,7.142857143,7.692307692,-0.549450549,0,80,8,3,1.5,0.019,1,400,-1.9,-0.125
1993,CHPER3260,21.42857143,7.692307692,13.73626374,1,65,3,6,0.48,0.04,1,500,-60,0
1994,CHPER3263,14.28571429,7.692307692,6.593406593,1,56,3,2,-0.52,0.019,1,-400,35,0
1995,CHPER3264,14.28571429,7.692307692,6.593406593,1,38,3,6,0,0.019,1,-500,30,0
1996,CHPER3265,14.28571429,7.692307692,6.593406593,1,63,3,6,0,0.019,1,-800,30,0
1997,CHPER3266,14.28571429,7.692307692,6.593406593,1,56,3,3,0,0.019,1,-800,28,0
1998,CHPER3267,21.42857143,7.692307692,13.73626374,1,65,3,4,0.5,0.019,1,-800,5,0
1999,CHPER3268,21.42857143,7.692307692,13.73626374,1,66,3,6,0,0.04,0,-500,25,0
2000,CHPER3269,14.28571429,7.692307692,6.593406593,1,55,2.5,3,-0.1,0.019,1,-500,30,0
2001,CHPER327,14.28571429,15.38461538,-1.098901099,0,81,4.5,6,-0.5,0.063,0,-100,-3.2,0
2002,CHPER3270,14.28571429,7.692307692,6.593406593,1,58,3,4,0,0.019,1,-800,20,0
2003,CHPER3271,21.42857143,0,21.42857143,1,66,1.3,8,0.5,0.021,0,-200,0,0
2004,CHPER3272,21.42857143,0,21.42857143,1,55,0.75,1,-0.25,0.021,0,-500,0,0
2005,CHPER3273,21.42857143,0,21.42857143,1,67,1,4,0.45,0.021,0,300,0,0
2006,CHPER3274,21.42857143,0,21.42857143,1,67,0.7,3,0.3,0.021,0,-1500,0,0
2007,CHPER3275,28.57142857,0,28.57142857,1,65,1,3,0.45,0.021,0,700,0,0
2008,CHPER3276,14.28571429,0,14.28571429,1,58,1,6,0.22,0.021,0,3200,0,0
2009,CHPER3277,21.42857143,0,21.42857143,1,41,1,6,0.25,0.021,0,2000,0,0
2010,CHPER3278,28.57142857,0,28.57142857,1,72,1.5,3,1.2,0.021,0,300,0,0
2011,CHPER3279,7.142857143,0,7.142857143,1,66,2,0,-0.7,0.021,1,-100,0,0
2012,CHPER328,14.28571429,7.692307692,6.593406593,1,76,3,5,0.5,0.029,0,-300,11.6,0
2013,CHPER3280,0,0,0,1,70,1,0,0.5,0,1,-100,0,0
2014,CHPER3281,7.142857143,0,7.142857143,1,38,2,6,1,0.021,1,-200,0,0
2015,CHPER3282,7.142857143,0,7.142857143,1,42,2,3,0.5,0.021,1,-100,0,0
2016,CHPER3283,7.142857143,7.692307692,-0.549450549,0,54,1,3,4.1,-0.002,1,-100,0,0
2017,CHPER3284,7.142857143,0,7.142857143,1,63,1,0,1,0.021,1,0,0,0
2018,CHPER3285,28.57142857,0,28.57142857,1,62,1,9,1.7,0.021,0,-900,0,0
2019,CHPER3286,21.42857143,0,21.42857143,1,85,1.03,2,0.2,0.021,0,500,0,0
2020,CHPER3287,7.142857143,0,7.142857143,1,60,2,2,-0.5,0.021,1,-200,0,0
2021,CHPER3288,7.142857143,0,7.142857143,1,72,1,0,-0.5,0.021,1,0,0,0
2022,CHPER3289,42.85714286,0,42.85714286,1,68,2,1,0.45,0.021,0,-2700,0,0
2023,CHPER329,14.28571429,7.692307692,6.593406593,1,69,1.5,5,3.5,0.019,0,100,3.5,0
2024,CHPER3290,21.42857143,0,21.42857143,1,89,1,0,0.8,0.021,0,600,0,0
2025,CHPER3291,21.42857143,0,21.42857143,1,61,1,5,0.25,0.021,0,500,0,0
2026,CHPER3292,21.42857143,0,21.42857143,1,58,1,7,0.5,0.021,0,-700,0,0
2027,CHPER3293,14.28571429,7.692307692,6.593406593,1,48,1.5,0,-0.5,0.008,0,-200,0,0
2028,CHPER3294,7.142857143,0,7.142857143,1,67,2,0,0.5,0.021,1,-100,0,0
2029,CHPER3295,14.28571429,0,14.28571429,1,72,1,10,-0.5,0.021,0,300,0,0
2030,CHPER3296,21.42857143,0,21.42857143,1,76,1,2,0.3,0.021,0,-500,0,0
2031,CHPER3297,21.42857143,0,21.42857143,1,74,1,7,0.5,0.021,0,-4200,0,0
2032,CHPER3298,7.142857143,0,7.142857143,1,66,1,0,0.5,0.063,1,-100,0,0
2033,CHPER3299,7.142857143,7.692307692,-0.549450549,0,41,1,0,-3,-0.002,0,-200,-80,0
2034,CHPER330,28.57142857,0,28.57142857,1,57,2.5,6,1,0.063,1,200,-3.4,0.008
2035,CHPER3300,7.142857143,0,7.142857143,1,60,1.5,3,1,0.021,0,-100,0,0
2036,CHPER3302,7.142857143,7.692307692,-0.549450549,0,58,2,0,0.5,-0.002,1,0,0,0
2037,CHPER3303,14.28571429,0,14.28571429,1,44,0.37,9,0.15,0.021,0,-100,0,0
2038,CHPER3304,21.42857143,0,21.42857143,1,64,0.5,5,0.41,0.021,0,-1900,0,0
2039,CHPER3305,14.28571429,0,14.28571429,1,54,1,3,-1.5,0.042,1,-300,0,0
